,MobileNetV2,VGG-19,InceptionV3
2D MobileNet,63.658799999999985,61.649,44.18519999999999
2D VGG,62.116199999999985,60.66580000000001,47.839600000000004
2D Inception,63.418599999999984,61.471399999999996,43.822399999999995
